Geneid,Length,mono_Ctrl_1,mono_Ctrl_2,mono_XS1_1,mono_XS1_2,mono_XS2_1,mono_XS2_2,mono_XS4_1,mono_XS4_2
ENSG00000103197,5987,2649.5,3278.5,2804,3221,2232.5,3199,2319,3503.5
ENSG00000140986,1221,16.33,12.33,22.5,23.33,8.64,26.17,12.83,26.83
ENSG00000140988,1000,6134.91,7712.99,6781.31,7719.54,5337.23,7439.19,5582.66,8539.61
ENSG00000257108,369,1,6,2,1,3,2,3,3
ENSG00000161996,5611,131,162,151,183.5,164.5,205.5,130.5,193
ENSG00000100726,2511,2456.33,2884.83,2574.67,3055.5,2177.33,2871.17,2273.83,3204.5
ENSG00000127578,1644,1,1,0,0,0,0,0,4
ENSG00000167930,2140,657.5,719,646,789.5,524,855,506.5,796.5
ENSG00000103126,2644,504,519,438,543.5,383.33,552,391,537
ENSG00000179580,856,0,0,0,1,0,0,0,1
ENSG00000008710,12909,132.62,185.84,140.92,185.29,111.05,184.01,93.97,156.18
ENSG00000131653,2059,750,898,738,820,566.5,879,552.5,901
ENSG00000183751,2442,2374.5,3055.5,2680,3015,2404,3104,2370,3302
ENSG00000167972,5126,423.5,555.5,489.2,490,434.33,587.5,327.33,525
ENSG00000167964,1177,28,43,37,39.5,34.5,63,31,28
ENSG00000103249,2814,1001.5,1094.5,1097,1214.5,893,1261,814.5,1244.5
ENSG00000267795,405,0,0,0,0,0,0,0,0
ENSG00000184207,963,1422,1567,1562.5,1759,1249,1697,1252,1837
ENSG00000103266,960,2395,2621,2541.5,2783,2207,3037.5,2084,2923
ENSG00000172366,493,376,396.83,383,361.5,303,391.5,316.33,449.5
ENSG00000005513,1338,84.75,97,110,108.33,96,123.5,90.83,123
ENSG00000167967,2523,778.5,966.5,915.5,937,783.5,1019,707.5,980
ENSG00000205937,984,3717.33,4447.17,4333.08,4673.25,3638.58,5378.67,3732.67,5558.83
ENSG00000232258,669,0,0,0,0,0,0,0,1
ENSG00000131634,678,0,0,0,1,0,1,0,0
ENSG00000168096,2058,239,237,236.75,297.5,236,336,273,331
ENSG00000065057,986,1625.5,1805.5,1706.5,1880.5,1375,1893,1392,2020.5
ENSG00000127580,2841,525,649,529,724,523,649.5,495,723
ENSG00000167969,906,2455.5,2836,2612.5,3084.5,2280,3141,2305,3205
ENSG00000059145,2443,290.5,366,337.2,437.6,320.83,380,288.5,437.33
ENSG00000233024,1275,4.44,4.55,5.63,4.76,2.63,5.38,4.15,4.72
ENSG00000242173,675,153,165,149.5,167,146,184,142,231
ENSG00000187535,4461,623.5,778.5,688,760.5,611.5,810,552,755
ENSG00000103326,3478,374.33,452,427.5,490.83,316.5,423,289,372.75
ENSG00000127561,1145,69,89,82,96.5,67,98,64,96
ENSG00000167965,1119,1296,1496,1396.5,1593,1168,1573,1238,1801.5
ENSG00000140632,1679,2792,3524.5,3119.5,3352.5,2562.67,3376,2670.5,3646
ENSG00000174109,396,348,345,401,435,307,480,349,540
ENSG00000167962,2712,1326,1433.5,1380,1593.5,1267.33,1620.33,1217,1790.17
ENSG00000140990,611,5941.33,7338.5,6349.5,6890,5481.17,7760.5,5532,8500.5
ENSG00000260342,711,6182.05,7716.63,6962.35,7584.98,5705.37,7952.88,5838.73,8990.94
ENSG00000168101,960,558.33,618.33,663.17,777.17,519.83,651.5,565,801.17
ENSG00000048462,676,0,0,0,0,0,0,0,0
ENSG00000089486,748,654.33,778,693,873.5,605,849,591,912
ENSG00000214940,1148,3.75,3.05,4.17,4.47,2.01,4.8,2.5,4.13
ENSG00000103489,2877,39,51,67,53,40,67.5,36,59.5
ENSG00000162104,4192,366,450,334.5,438.5,307,427,280.5,410.5
ENSG00000103381,942,454.5,528.5,441,558.5,434.5,505,379,577
ENSG00000103199,1574,106.74,102.79,124.51,149.98,127.96,153.99,126.01,182.23
ENSG00000171490,1514,6050.67,7671,7017.33,7434.08,6148,8551,6562.83,10252.67
ENSG00000158486,12348,8,11,14.33,20,15,21,14,19
ENSG00000196678,2325,312,415,356,365.5,294,474.5,348.5,450.5
ENSG00000158865,2076,5,12,9,11,13,15,12,21
ENSG00000103342,1942,6542.5,8406.83,7057.83,7219.5,5965.5,8210.17,5905.5,8433.5
ENSG00000197599,2028,1,0,1,2,2,3.5,2,1
ENSG00000182601,1368,0,0,0,0,0,0,0,0
ENSG00000183971,660,27,17,22,16,15,13,13,29
ENSG00000140983,2020,1600.5,1949,1741,2068,1534,2242.5,1664,2275
ENSG00000167968,897,6,4,0,1,2,4,2,5
ENSG00000103534,3408,12,22,12,15,21,27,16,17
ENSG00000005339,7428,3268.04,4421.87,3215.8,3477.33,2523.1,3854.98,2775.07,3973.77
ENSG00000134419,578,7000.84,9020.3,7975.73,8787.17,6503.99,8989.09,6638.51,10628.99
ENSG00000188215,912,48,57,56.5,62,55.5,61,61,109.5
ENSG00000162009,1092,2,1,2,3,0,4,0,0
ENSG00000076344,1420,0,0,0,0,0,0,0,0
ENSG00000007376,1167,588,727,716,717,571.5,803,613.5,806
ENSG00000127588,201,1,1,2,0,0,0,1,1
ENSG00000168447,2169,1,1,2,7,0,5,3,4
ENSG00000161992,1713,13,13,14,11,13,16,9,10
ENSG00000065054,1305,667.5,774,665.5,820,624,862.33,573,818.5
ENSG00000102858,1886,925.5,1080,1050.5,1175,881,1137.5,905,1319
ENSG00000103528,1589,68,72,74,84,52,81,35,79
ENSG00000183426,1446,3.5,4.48,4.96,4.51,2.23,5.88,2.71,4.42
ENSG00000166828,1947,0,0,1,0,0,0,0,1
ENSG00000102897,435,167,195,219,199,190,227,167,265
ENSG00000103375,783,0,0,1,0,0,1,0,0
ENSG00000155592,2912,259.5,349,323,334,285,397.5,285,388
ENSG00000122254,1102,0,0,0,0,0,0,0,0
ENSG00000170537,2337,173,239,202,184,174,232,149.5,236
ENSG00000197006,1019,318,430,368,374,284,444.5,299,492
ENSG00000179889,2685,1532.68,1935.96,1735.91,1830.87,1359.39,1956.05,1356.83,2118.1
ENSG00000130731,925,1685.5,1967,1731,2120,1447,1984,1574,2239
ENSG00000140694,2766,794,1079,953,943.5,772.5,1106.14,832.83,1272.84
ENSG00000090905,6013,777,1031.15,900,941.5,792.17,1188.83,804.67,1234.5
ENSG00000185716,609,41,47,40.5,48,39.5,50.5,37.5,61
ENSG00000167371,1269,13,17.5,15,16.5,14,19,12.5,16
ENSG00000048471,2611,231.67,301,280.17,278.83,246.83,322.33,230.5,302.2
ENSG00000103550,1374,993.25,1270.25,1312.33,1301,1109.58,1518.42,1083.25,1554.17
ENSG00000058600,2277,1116,1321.5,1223.5,1354,966.5,1434.5,1064,1570.5
ENSG00000047578,5013,347,382,331,372,307.5,455,313,400
ENSG00000153443,1274,422,467.5,510.5,556.5,428,563,434.5,690.5
ENSG00000127586,3845,1539,1911.5,1835,2038.5,1497.5,1931,1467.5,1994
ENSG00000103522,1614,1,0,1,2,0,2,1,4
ENSG00000167971,4293,116.5,175,146,141,136,172,102,140
ENSG00000282034,9159,1659.5,2118,1765,1989.75,1453,2140.25,1518.5,2212.5
ENSG00000184471,891,1,0,0,0,0,0,0,0
ENSG00000170540,609,1582.42,1903.29,1705.17,1859.62,1361.5,2112.96,1468.67,2140.62
ENSG00000077238,2911,204,306.5,252,252,248,285,179.5,270
ENSG00000281348,251,226.5,258.25,258.5,269,211.5,272,233.25,303.25
ENSG00000080603,9762,1793.5,2281,1940,2171.75,1589,2313.25,1654.5,2400.5
ENSG00000243716,3740,19.18,26.12,24.43,33.59,18.62,33.25,17.48,35.39
ENSG00000197302,1285,121.65,126.36,142.3,125.02,105.16,143.48,121.19,149.64
ENSG00000278848,440,0,0,0,0,0,0,0,0
ENSG00000013364,2702,133,175,159,146,112,165,105,165
ENSG00000270467,353,0,0,0,0,0,0,0,0
ENSG00000259680,349,0,0,0,0,0,0,0,0
ENSG00000271178,353,0,0,0.33,0,0,0,0,0
ENSG00000091651,756,1204,1411,1422.5,1541.5,1283,1881,1361,1969
ENSG00000183632,545,0,0,0,0,0,0,0,0
ENSG00000259303,358,0,0,0,0,0,0,0,0
ENSG00000171208,1575,253.5,302.5,241.5,262.5,207.5,311.5,201,331
ENSG00000275034,440,0,0,0,0,0,0,0,0
ENSG00000103544,3657,1000,1358,1153,1210,953.5,1329,890,1388
ENSG00000196470,939,336,416,485.5,406,411,541,413.5,560.5
ENSG00000183921,1266,0,1,1,0,0,0,0,0
ENSG00000069345,1239,3124.83,4075,3847.5,3942,3258.5,4556.5,3288.5,4952.5
ENSG00000067365,1418,75,119.5,114.5,140,89,165,97,158
ENSG00000155330,664,445.5,514,557,581.5,488,669.5,441,720
ENSG00000140798,4085,0,1,0,0,1,1,1,2
ENSG00000069329,2568,4448,5950.17,5333.5,5273.83,4369.5,6200,4320.75,6944.67
ENSG00000261509,474,0,0,0,0,0,0,0,0
ENSG00000271130,349,0,0,0,0,0,0,0,0
ENSG00000237515,1372,0,2,0,0,0,1,1,1
ENSG00000103512,3802,5188.34,6725.56,5907.58,6201.91,4713.5,6721.37,4787.32,7238.72
ENSG00000205457,474,0,0,0,0,0,0,0,0
ENSG00000103319,2180,720,890,786.5,806,639.5,988,595.5,843
ENSG00000261130,487,2.5,2,5.5,3.5,3.5,3.5,3.5,3
ENSG00000174628,991,87,130,111,105.83,81.5,134.5,106.5,121
ENSG00000167191,1254,262,334,300,346,225,362,246,355
ENSG00000103485,891,1819,2293,1859,2263.5,1578,2222,1415,1961
ENSG00000185905,672,0,0,0,0,0,0,0,0
ENSG00000102893,3620,732,916.5,814,768.5,635,878.5,590.67,879.5
ENSG00000140795,2457,9,7,10,9,8,16,14,15
ENSG00000140743,1363,437,590,576,565.5,515,684,531,766
ENSG00000175267,3737,0,0,0,1,0,0,0,0
ENSG00000102910,2723,2119,2682.17,2358.5,2397.5,1839,2723.5,1923.5,2746
ENSG00000233732,350,0,0,0,0,0,0,0,0
ENSG00000157045,930,199.5,218.5,201,236.5,204.5,239,173.5,256.5
ENSG00000156968,620,0,0,0,0,0,0,0,0
ENSG00000166123,1569,570.5,710,675.5,773,542,781.5,570,865
ENSG00000174992,501,0,0,0,0,0,0,0,0
ENSG00000102921,2688,641.5,840,738,808,630,954.2,607,947.5
ENSG00000161999,794,634.5,717,644.5,739.5,621,778,607,802.5
ENSG00000103429,1404,802,987,921,991,705,1168,775,1216
ENSG00000224712,1422,3,4.15,3.46,4.51,2.08,5.73,2.71,4.42
ENSG00000129636,1867,637,919,819.5,783,661,961,630,991
ENSG00000102900,2781,5125.5,6412,5794.5,6237.25,4781.5,6899,4875,7590.42
ENSG00000150394,2709,0,0,2,0,0,0,0,0
ENSG00000205629,1394,792.5,985,880,1016,750,985.5,734,1133.5
ENSG00000171241,2016,1391,1671,1429.33,1593.5,1159.5,1792.5,1241.5,1996.5
ENSG00000167186,696,621,729,693,791,557,766,626,848
ENSG00000169181,1192,5,7,13,8,3,12,7,12
ENSG00000224578,825,2555.82,3108.66,2800.34,3261.53,2369.2,3240.49,2418.42,3819.95
ENSG00000234719,1470,6.83,7.48,7.57,8.71,6.48,14.38,8.86,11.82
ENSG00000122299,2913,1241,1678,1567,1501,1347.5,1743.5,1255.5,2028.83
ENSG00000087245,1984,521,674,582,634,522,757.5,451,615
ENSG00000159398,1934,0,0,0,0,0,0,0,0
ENSG00000103540,3068,427.5,628.5,493.5,485.5,450,629.5,489,598.5
ENSG00000038532,3539,499,600,555,536,443.5,600,455,637
ENSG00000141086,837,5,21,3,17,6,6,7,12
ENSG00000103449,3972,520.89,769.14,561.67,551.33,424.75,609.5,436.12,635.33
ENSG00000261210,644,0,0,0,0,0,0,0,0
ENSG00000102970,282,0,0,0,0,0,0,0,0
ENSG00000166246,1745,8,12,19,19.5,15,15,13,14
ENSG00000125170,1095,148.5,176.5,151,186,142,204.5,150,172
ENSG00000140859,3370,107,114,118,127.5,106,177,100,129.5
ENSG00000077235,6411,7978,10053.33,8708.5,8984.33,7280,9261,7380,10068
ENSG00000007545,3807,375.83,451.75,399.5,478,404.5,542,409.5,604.5
ENSG00000006007,1025,639,843,729,802,597,837,616,904
ENSG00000090565,2425,179,217,201,247,155.5,241.5,198.5,238
ENSG00000169189,872,1201,1484,1327,1467.5,1024,1607,1063,1649
ENSG00000102962,279,0,0,0,0,0,0,0,1
ENSG00000256812,744,0,0,0,0,0,2,2,2
ENSG00000261884,230,144.5,194,172.5,220.5,156,191.5,158,230.5
ENSG00000102898,381,3504.75,4395.6,4244.42,4265.8,3487.58,4951.86,3590.74,5413.75
ENSG00000124074,1038,306.5,379,361.25,399.5,325.5,376,275,424
ENSG00000135720,1510,1688.5,2052.5,1859.5,2029.33,1669,2344.5,1673,2349.5
ENSG00000168286,942,863.41,1024.47,983.78,1109.76,912.08,1135.84,885.5,1212.24
ENSG00000159753,4339,237,317.5,312.5,353,249,369,241,408.5
ENSG00000103460,1896,58,65.14,33,43.12,46.2,60,47,61.2
ENSG00000213398,1453,1,2,0,1,0,2,2,3
ENSG00000038358,4203,4327.4,5665.4,4760.07,5266.51,3760.66,5171.18,3988.27,5789.63
ENSG00000280893,1077,291.5,359,328,392,283.5,369,295.5,417.25
ENSG00000141076,2294,1749,2329,1900.5,2005,1746,2334,1904.5,2808.5
ENSG00000180209,600,7.14,10.71,10.14,14,9.14,7.14,11,16.49
ENSG00000140750,2757,1442,1863,1700,1710.5,1312.5,1914.5,1374.5,2000.5
ENSG00000087253,1770,591.5,699,585,592.5,487.5,719.5,510,710
ENSG00000168928,820,0.61,0,0.5,0,0.5,0,0,0.5
ENSG00000249961,2186,1,3,1,0,0,1,0,0
ENSG00000103089,1217,64,91,74,86,66,104,82,101
ENSG00000159792,1374,72,90,73,71,66,85,66,87
ENSG00000103044,1764,35,48,53,66,31,42,36,57
ENSG00000263201,369,0,0,0,0,0,0,0,0
ENSG00000172137,813,4,11,7,7,4,16,8,18
ENSG00000167261,1538,0,0,1,0,1,1,1,3
ENSG00000141096,1539,0,0,0,0,0,0,0,0
ENSG00000102908,4751,1273.32,1712.68,1252.48,1131.68,1118.71,1572.48,984.01,1245.27
ENSG00000177508,1564,248.7,300.93,298.37,305.47,270.5,322.92,256.65,394.1
ENSG00000141101,1236,1778.5,2239,2119.17,2490.83,1812,2592.5,1959.5,3056.5
ENSG00000118557,3347,9,6,13,9,4,10,5,12.5
ENSG00000197943,3826,403,518,461,478,397,507,358,540
ENSG00000171724,1257,16,25,24,32,13,18,17,25
ENSG00000102977,1633,1005,1245,1191.5,1413.5,932,1276,924.5,1334
ENSG00000178573,1241,725.5,854.17,604.33,701.17,512.67,784,514.17,795.57
ENSG00000103047,3350,616.5,696.5,657.5,624,502.83,766.5,544.5,737.5
ENSG00000196436,1329,2.79,5.1,6.19,5.23,4.42,6.98,5.19,6.46
ENSG00000152910,4032,0.1,0,0,0,0,0,0.6,0
ENSG00000103196,1541,42,53,49,52,52,65,48,51
ENSG00000159593,1891,3073.33,4192,3929.1,3790.7,3218.5,4839.5,3375.75,5171.5
ENSG00000159761,1115,46,59,45,67,49,65.5,40,71
ENSG00000088682,969,871,1010,949.5,1033.5,824,1101,764,1159
ENSG00000070761,579,956.5,1253.83,1369.5,1330,1151,1581.5,1166,1806
ENSG00000140945,2686,0,0,0,0,1,0,1,0
ENSG00000131153,555,2062.5,2455.5,2369,2729,2004,2853,2069.5,3007
ENSG00000168925,913,0.61,0,0.5,0,0.5,0,1,0.5
ENSG00000135698,517,1014,1298,1180,1279.5,1011,1486.5,998.5,1552.5
ENSG00000135736,1650,198,260.5,203.5,265.5,152.5,227.5,184.5,220
ENSG00000153789,1062,0,1,1,1,0,0,1,0
ENSG00000286140,1572,1373.75,1652.5,1348.25,1642.5,1044.75,1567.25,1138.5,1673.5
ENSG00000176692,1503,181.88,230.63,193.78,200.97,153.17,218.2,153.6,229.18
ENSG00000157322,1365,0.33,0.67,0,0,0.33,0,0.33,0
ENSG00000050820,2997,1367,1770.67,1508.67,1632.17,1125.67,1600,1198,1626.5
ENSG00000205078,736,28,24,29,29,29,34,23,39
ENSG00000131149,6280,2115.6,2549.5,2106.12,2292,1708.5,2412.33,1703,2322
ENSG00000167508,1442,825,979,896.61,1044.17,723.33,1051.67,752.5,1054.5
ENSG00000141098,1335,145,210,169,190,148,211,151,231.5
ENSG00000124067,3532,424.5,542.5,514,579,398.5,605.5,349,560
ENSG00000103111,1692,374,428,416,534,399,529,363,525
ENSG00000184939,2159,222.81,264.99,298.02,261.83,231.37,378.51,209.29,263.31
ENSG00000103175,714,2,0,0,1,0,0,0,0
ENSG00000140941,606,1283,1546.91,1471.66,1563.58,1269.66,1805.75,1234.36,1846.41
ENSG00000168807,1625,478,595,541,606.5,500,664,431,669
ENSG00000140948,3350,295,439.5,343.5,375,270,372,288.5,380.5
ENSG00000158717,1001,253.5,262.5,258.5,279,220.5,302,223.5,343
ENSG00000167515,976,1631.5,2004.5,1926,2087.5,1569,2235,1742,2525
ENSG00000131152,710,68,83.5,55,70,58,79.5,54.5,76.5
ENSG00000157423,15730,25.5,45,32.67,37,30,37.67,28.67,47
ENSG00000172840,1587,325,371,389,425,342,490,362,521
ENSG00000167513,1638,4159.5,5088.5,5035,5841,4055,5240,4122,5820.5
ENSG00000135686,1848,189,215,228,230,176,266,157,235
ENSG00000168404,1465,15,12,8,16,9,10,9,13
ENSG00000140968,1300,190,242,265,292,211,310,220,313
ENSG00000185669,876,43.5,50,50,48.5,34.5,60,39,46
ENSG00000005194,936,1761.5,2089.33,1919.5,2172.67,1567.08,2409.33,1728.17,2577.75
ENSG00000154118,2244,111,112,103,127,97,139,103,134
ENSG00000140937,2573,1,0,0,2,2,5,0,6
ENSG00000140950,1390,560,684,603,678.5,500,660,478.5,738
ENSG00000103091,3029,852,1108,1015,1068.5,832,1152.5,827.5,1153.5
ENSG00000103248,1431,391,506.5,475,493,338,516.5,375.5,527
ENSG00000039523,3775,1059,1385,1187,1184,970,1441.5,897.5,1327
ENSG00000103257,1521,1075.83,1359.83,1369.67,1546.5,1130,1551,1232,1944
ENSG00000104731,2767,685.5,822.5,741,951.5,648,844,673,955
ENSG00000187741,5308,2322.33,2899,2622.5,2799,2060.5,3057,2067,3068.5
ENSG00000124391,591,0,0,0,0,0,0,0,0
ENSG00000158805,1843,72,107,103,122,79,86.5,86,124
ENSG00000103264,1704,351,454,353.5,395.5,275.5,456,336.5,473.5
ENSG00000168589,514,1,6,5,2,2,6,1,6
ENSG00000102974,2258,2154,2756,2310,2549,2030.5,2885.5,1994.5,3133.5
ENSG00000051523,1002,2169,2519.5,2213,2549.5,1994,2681.5,1872,2871
ENSG00000286221,129,118.5,144.12,150.92,122.87,109.25,185,119.5,190
ENSG00000159618,1701,0,0,1,1,1,0,0,2
ENSG00000141012,1925,191,249.5,270.5,295.5,194,268,202,268
ENSG00000103335,7696,773.17,1043.67,839.75,882.5,676,973,644.25,933.2
ENSG00000168748,792,0,0,0,0,0,0,0,0
ENSG00000131143,617,9572.5,11693.5,10883.25,11996,9297.5,12908.83,9223.67,13884
ENSG00000086696,1447,0,0,0,0,0,0,0,0
ENSG00000006210,1209,5,5,9,10,3,10,5,7
ENSG00000153774,1014,1818,2098.5,2111,2307,1821.5,2777,1805.5,2418.5
ENSG00000140876,934,136.5,202.12,186.5,210.62,152,201,135,201.14
ENSG00000174177,1833,676,780.5,731.5,869,585,860,650.5,963.5
ENSG00000280789,762,1277,1469.75,1355.5,1667.5,1116,1582,1221.25,1707.5
ENSG00000181019,1017,277,320.5,314.5,364.5,271,344,255,416
ENSG00000198931,785,6278.5,7282.5,6888,8239,5909.5,8287,6097.5,8749.5
ENSG00000176678,1035,40.32,60.23,31.85,46.17,34.37,44.27,38.17,37.67
ENSG00000184517,1238,235.83,356.08,330.25,387.67,303.25,434,302.33,454.17
ENSG00000140836,11109,496.24,654.71,494.2,514.72,378.59,544.05,356.99,431.89
ENSG00000103005,951,437.5,514,481,590.33,395.5,629.5,456,646.5
ENSG00000168411,2322,1980,2684,2529,2605,2123.5,3169,2370,3435.33
ENSG00000103035,1028,3890.37,4747.67,4546.83,4985.92,3850,5813.5,4059.83,6147.5
ENSG00000103495,2104,5517,6474.83,5815,6548.83,5064.5,6861.17,5172.83,7496.5
ENSG00000186187,962,168,183,188,176,148,176,131.33,218
ENSG00000188038,550,2,1,3,3,1,1,1,4
ENSG00000184860,1238,0,0,0,0,0,0,0,0
ENSG00000140873,3756,13,19,18,10,16,17,10,19
ENSG00000140718,2302,1473,1824.33,1725.62,1768,1331,2098.5,1429.75,1968.5
ENSG00000176842,1605,149.2,149.68,154.37,172.47,143.25,208.92,147.15,216.68
ENSG00000141084,2020,346.5,411.5,364.5,399,305.5,477.5,326,476.5
ENSG00000179588,3141,237,268,271,284,168.5,291,154.5,284.5
ENSG00000103187,509,1761.75,2050.25,1968.28,2122.87,1694.67,2349.17,1711,2431.25
ENSG00000102996,2117,293,377,279.5,326.5,271,352,248,297
ENSG00000103121,492,354.61,435.62,417.92,394.37,330.75,547.5,340.5,503.67
ENSG00000102978,827,2332.33,2944.83,2949,3162.5,2361.5,3275.5,2525.5,3693
ENSG00000118900,3525,440,557.33,528,549.67,456.67,692,433.17,514
ENSG00000167264,1479,488,672,576.5,634,501,724,516,707
ENSG00000205022,907,0,0,0,0,0,0,0,0
ENSG00000154102,284,42,36,36,41.5,29,54.33,37,49
ENSG00000129993,2036,6,8,21,18,16,22,17,29
ENSG00000103241,1137,92.67,110.5,94.67,101.83,81.83,104.5,74,107.17
ENSG00000166446,1527,65,67,84,89.5,81,124,84,104
ENSG00000102901,1750,1071,1251.5,1305.5,1427.5,1037,1457.5,1089,1547.5
ENSG00000205220,842,366.5,402,384.5,460.5,323,430.5,359,519.5
ENSG00000287694,3735,0.1,0,0,0,0,0,0.6,0
ENSG00000131148,630,961,1248.5,1137,1272,921.5,1355.5,980,1552
ENSG00000254852,1422,3,3.15,3.46,4.51,2.08,4.73,2.71,4.42
ENSG00000183793,1476,4.19,5.05,5.86,4.36,2.28,5.13,4.15,4.72
ENSG00000131650,1560,57,69,87,95.5,61,104,59,82
ENSG00000127564,2017,1194.5,1428.5,1432.5,1735,1232,1618,1260,1852
ENSG00000162073,819,222,281,274,346,219,301,223,297
ENSG00000262152,1608,0,0,0,0,0,0,1,1
ENSG00000213937,651,8.58,4.53,5.83,5.83,3.53,7.75,5.67,8.67
ENSG00000184697,684,162.92,196.53,222.17,213.67,177.7,248.58,167.83,256.83
ENSG00000131652,1023,746,975,828,950,687,1024,696,1017
ENSG00000162069,1623,6,11,4,19,8,8,12,18
ENSG00000130182,2340,1.33,0.14,1,3.5,6,4,3.67,6.17
ENSG00000085644,1413,90.24,140.95,108.26,142.98,115.46,136.74,102.76,142.32
ENSG00000168124,936,7,9,9,7,7,18,5,7.5
ENSG00000006194,2051,189.5,187.5,220,267,238.5,291.5,235.5,337.25
ENSG00000140993,1647,19,27,21,30,29,15,22,23
ENSG00000168158,936,0,1,0,0,0,0,0,0
ENSG00000285329,288,18,25.5,19.5,20,20.5,25,16,32
ENSG00000232196,84,0,0,0,0,0,0,0,0
ENSG00000140987,2646,134,155,151,188,131,199,134,193
ENSG00000103343,1420,144,177,168.5,170.5,138.5,206.5,126,228
ENSG00000167981,1272,22,31,22,36,34,33,30,61.25
ENSG00000122390,975,317.5,374.5,420,446.5,338,455,335,513
ENSG00000215131,605,0,0,0,0,0,0,0,0
ENSG00000103351,1365,423,502.5,517.5,467,440,589,399,600.5
ENSG00000167984,3436,1,0,0,0,0,1,0,1
ENSG00000188827,5502,334,368.5,321,405,274,394,234.5,348
ENSG00000126602,2212,7459,9535.5,8328,9112.5,7161.33,10278.5,7409.5,11148.83
ENSG00000185739,2797,0,1,0,0,1,3,1,3
ENSG00000090447,1048,499,609,561,643,534,718,597,841
ENSG00000126603,1572,68,82,54,70,52,66,58,70
ENSG00000217930,813,582.75,687.5,699,793.5,575.5,783.92,618,880.75
ENSG00000103426,3171,1222.25,1492,1414,1598,1216.25,1662,1234.25,1807.88
ENSG00000262246,3186,701.5,883.5,807,897,721.75,974.25,704.25,1028.12
ENSG00000168140,2019,124,133,125,136,93,140,80.5,128
ENSG00000103423,1534,1491.5,1937.67,1674.5,1937.5,1423.5,2079,1543,2270.5
ENSG00000103415,1166,1760.5,2069,1823.5,2139.5,1538,2258.5,1704,2426.5
ENSG00000281991,324,5,3,3,3,1,4,1,4
ENSG00000156873,1277,592,728,646,746,554,776,548,865
ENSG00000196118,1259,211.5,192,245,286,203,270,202,279
ENSG00000102870,2607,1041.44,1265.87,1256.61,1464.01,1090.53,1472.45,1086.93,1502.27
ENSG00000175938,1038,85,94,67.5,90,47,106,56.5,76
ENSG00000099377,1233,29,26,23,28,29,29,30.5,37
ENSG00000099365,909,51,70,83,92,72,106,71,104
ENSG00000103496,1135,796,902,792,1012,768,1057,749,1092.33
ENSG00000167394,1926,193,237,234,234.5,225.5,284,221,313
ENSG00000167395,5606,131,198.5,218,227,198,253,162.33,190
ENSG00000151006,1659,5,4.5,5.5,4.5,6,3,3,4.5
ENSG00000255439,812,858.17,978.25,934.33,1060.92,791.25,1119,807.75,1189.67
ENSG00000167397,1169,871.83,989.97,946.83,1075.92,797.25,1128,818.75,1206.67
ENSG00000103507,1429,1668,2081,1928,2124.5,1583,2190,1519,2267.5
ENSG00000103510,1464,1138.5,1324,1246,1286,1070,1431,1071,1518.5
ENSG00000052344,1029,10.5,8.5,8,10,18,11.5,6,13
ENSG00000178226,2565,13,6,17,9,4.5,15,10,13
ENSG00000103490,678,0,0,0,0,0,0,0,0
ENSG00000177238,1435,1,1,1,2,1,0,0,0
ENSG00000103310,2235,0,0.5,0,0,0,0,0,0
ENSG00000175311,1251,0,0,0,2,0,1,0,0
ENSG00000169246,2336,13.59,18.57,17.25,21.79,14.02,25.34,11.41,27.05
ENSG00000103174,1656,288,351,323,402,296,389.5,301,403
ENSG00000118894,1124,214.39,268.3,244,286.47,190.07,284.52,233.09,311.89
ENSG00000102891,186,0,0,0,0,0,0,0,0
ENSG00000125148,308,1537.62,1554.59,1540.84,1913.25,1264.01,1817.57,1399.27,2060.43
ENSG00000169715,470,4.38,7.72,7.89,8.46,5.56,8.16,5.98,8.16
ENSG00000205364,296,12.05,15.65,15.89,16.05,9.09,16.87,11.86,19.57
ENSG00000205362,183,45.11,52.95,51.66,65.23,35.96,66.14,46.77,65.95
ENSG00000169688,212,0.56,0.44,0.69,1.6,0.33,1.06,0.33,0.33
ENSG00000198417,221,258.65,290.45,322.28,363.36,239.92,333.04,256.09,388.27
ENSG00000187193,227,1245.61,1396.22,1561.41,1792.09,1194.29,1913.55,1416.85,2153.74
ENSG00000103316,974,176,217,214,222,177.5,219,155,243
ENSG00000140749,723,0,0,0,0,0,0,0,0
ENSG00000140740,1470,5267,6798.5,6122,6000,5157,7072,5069.5,7848.5
ENSG00000188322,1536,73,114,116,129,90,130,73,98
ENSG00000198156,1341,4.96,7.19,7.54,7.52,5.51,10.27,9.03,8.61
ENSG00000261832,2231,245.1,296.46,267.71,313.16,207.4,308.11,250.01,341.59
ENSG00000233232,1329,2.3,3.84,3.96,4.81,2.76,6.17,4.93,6.23
ENSG00000184730,3291,4,2,3,11,4,13,2,3
ENSG00000197272,731,0,0,1,0,0,0,0,0.14
ENSG00000176476,961,286.5,361.67,349.5,396.33,336.5,436.33,370.33,525.73
ENSG00000178952,1365,9695.17,11650.83,10910.33,12038.67,9165.17,12602.17,9380.67,13884.67
ENSG00000177548,1764,159,170,169,203,138,168,144,181
